Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Saved
LOGC,"LogicBio Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
LOGI,Logitech International S.A. - Registered Shares,Q,N,N,100,N,N,True
LOOP,"Loop Industries, Inc. - Common Stock",G,N,N,100,N,N,True
LOPE,"Grand Canyon Education, Inc. - Common Stock",Q,N,N,100,N,N,True
LORL,"Loral Space and Communications, Inc. - Common Stock",Q,N,N,100,N,N,True
LOTZ,"CarLotz, Inc. - Class A Common Stock",G,N,N,100,N,N,True
LOTZW,"CarLotz, Inc. - Warrant",G,N,N,100,N,N,True
LOVE,The Lovesac Company - Common Stock,G,N,N,100,N,N,True
LPCN,Lipocine Inc. - Common Stock,S,N,N,100,N,N,True
LPLA,LPL Financial Holdings Inc. - Common Stock,Q,N,N,100,N,N,True
LPRO,Open Lending Corporation - Class A Common Stock,G,N,N,100,N,N,True
LPSN,"LivePerson, Inc. - Common Stock",Q,N,N,100,N,N,True
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100,N,N,True
LPTX,"Leap Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
LQDA,Liquidia Corporation - Common Stock,S,N,N,100,N,N,True
LQDT,"Liquidity Services, Inc. - Common Stock",Q,N,N,100,N,N,True
LRCX,Lam Research Corporation - Common Stock,Q,N,N,100,N,N,True
LRFC,Logan Ridge Finance Corporation - Common Stock,Q,N,N,100,N,N,True
LRGE,ClearBridge Large Cap Growth ESG ETF,G,N,N,100,Y,N,True
LRMR,"Larimar Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
LSAQ,LifeSci Acquisition II Corp. - Common Stock,S,N,N,100,N,N,True
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",G,N,N,100,N,N,True
LSCC,Lattice Semiconductor Corporation - Common Stock,Q,N,N,100,N,N,True
LSEA,Landsea Homes Corporation - Common Stock,S,N,N,100,N,N,True
LSEAW,Landsea Homes Corporation - Warrant,S,N,N,100,N,N,True
LSTR,"Landstar System, Inc. - Common Stock",Q,N,N,100,N,N,True
LSXMA,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,Q,N,N,100,N,N,True
LSXMB,Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,Q,N,N,100,N,N,True
LSXMK,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,Q,N,N,100,N,N,True
LTBR,Lightbridge Corporation - Common Stock,S,N,N,100,N,N,True
LTCH,"Latch, Inc. - Common Stock",Q,N,N,100,N,N,True
LTCHW,"Latch, Inc. - Warrant",Q,N,N,100,N,N,True
LTRN,Lantern Pharma Inc. - Common Stock,S,N,N,100,N,N,True
LTRPA,"Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",Q,N,N,100,N,N,True
LTRPB,"Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",Q,N,N,100,N,N,True
LTRX,"Lantronix, Inc. - Common Stock",S,N,N,100,N,N,True
LULU,lululemon athletica inc. - Common Stock,Q,N,N,100,N,N,True
LUMO,"Lumos Pharma, Inc. - Common Stock",G,N,N,100,N,N,True
LUNA,Luna Innovations Incorporated - Common Stock,S,N,N,100,N,N,True
LUNG,Pulmonx Corporation - Common Stock,Q,N,N,100,N,N,True
LUXA,Lux Health Tech Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
LUXAU,Lux Health Tech Acquisition Corp. - Units,S,N,N,100,N,N,True
LUXAW,Lux Health Tech Acquisition Corp. - Warrants,S,N,N,100,N,N,True
LVHD,Legg Mason Low Volatility High Dividend ETF,G,N,N,100,Y,N,True
LVOX,"LiveVox Holding, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
LVOXU,"LiveVox Holding, Inc. - Unit",Q,N,N,100,N,N,True
LVOXW,"LiveVox Holding, Inc. - Warrant",Q,N,N,100,N,N,True
LVRA,Levere Holdings Corp. - Class A Ordinary Shares,S,N,N,100,N,N,True
LVRAU,Levere Holdings Corp. - Unit,S,N,N,100,N,N,True
LVRAW,Levere Holdings Corp. - Warrant,S,N,N,100,N,N,True
LVTX,LAVA Therapeutics N.V. - Ordinary Shares,Q,N,N,100,N,N,True
LWAC,Locust Walk Acquisition Corp. - Class A Common stock,S,N,N,100,N,N,True
LWACU,Locust Walk Acquisition Corp. - Unit,S,N,N,100,N,N,True
LWACW,Locust Walk Acquisition Corp. - Warrant,S,N,N,100,N,N,True
LWAY,"Lifeway Foods, Inc. - Common Stock",G,N,N,100,N,N,True
LX,LexinFintech Holdings Ltd. - American Depositary Shares,Q,N,N,100,N,N,True
LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",G,N,N,100,N,N,True
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,True
LYEL,"Lyell Immunopharma, Inc. - Common Stock",Q,N,N,100,N,N,True
LYFT,"Lyft, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
LYL,Dragon Victory International Limited - Ordinary Shares,S,N,N,100,N,N,True
LYRA,"Lyra Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
LYTS,LSI Industries Inc. - Common Stock,Q,N,N,100,N,N,True
LZ,"LegalZoom.com, Inc. - Common Stock",Q,N,N,100,N,N,True
MAAC,Montes Archimedes Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
MAACU,Montes Archimedes Acquisition Corp. - Unit,S,N,N,100,N,N,True
MAACW,Montes Archimedes Acquisition Corp. - Warrant,S,N,N,100,N,N,True
MACA,Moringa Acquisition Corp - Class A Ordinary Shares,S,N,N,100,N,N,True
MACAU,Moringa Acquisition Corp - Units,S,N,N,100,N,N,True
MACAW,Moringa Acquisition Corp - Warrant,S,N,N,100,N,N,True
MACK,"Merrimack Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,True
MACQ,MCAP Acquisition Corporation - Class A Common Stock,S,N,N,100,N,N,True
MACQU,MCAP Acquisition Corporation - Unit,S,N,N,100,N,N,True
MACQW,MCAP Acquisition Corporation - Warrants,S,N,N,100,N,N,True
MACU,Mallard Acquisition Corp. - Common Stock,S,N,N,100,N,N,True
MACUU,Mallard Acquisition Corp. - Unit,S,N,N,100,N,N,True
MACUW,Mallard Acquisition Corp. - Warrant,S,N,N,100,N,N,True
MAGS,Magal Security Systems Ltd. - Ordinary Shares,G,N,N,100,N,N,True
MANH,"Manhattan Associates, Inc. - Common Stock",Q,N,N,100,N,N,True
MANT,ManTech International Corporation - Class A Common Stock,Q,N,N,100,N,N,True
MAPS,"WM Technology, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
MAPSW,"WM Technology, Inc. - Warrants",Q,N,N,100,N,N,True
MAQC,Maquia Capital Acquisition Corporation - Class A Common Stock,S,N,N,100,N,N,True
MAQCU,Maquia Capital Acquisition Corporation - Unit,S,N,N,100,N,N,True
MAQCW,Maquia Capital Acquisition Corporation - Warrant,S,N,N,100,N,N,True
MAR,Marriott International - Class A Common Stock,Q,N,N,100,N,N,True
MARA,"Marathon Digital Holdings, Inc. - Common Stock",S,N,N,100,N,N,True
MARK,"Remark Holdings, Inc. - Common Stock",S,N,N,100,N,N,True
MARPS,Marine Petroleum Trust - Units of Beneficial Interest,S,N,N,100,N,N,True
MASI,Masimo Corporation - Common Stock,Q,N,N,100,N,N,True
MASS,908 Devices Inc. - Common Stock,G,N,N,100,N,N,True
MAT,"Mattel, Inc. - Common Stock",Q,N,N,100,N,N,True
MATW,Matthews International Corporation - Class A Common Stock,Q,N,N,100,N,N,True
MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",Q,N,N,100,N,N,True
MAYS,"J. W. Mays, Inc. - Common Stock",S,N,N,100,N,N,True
MBB,iShares MBS ETF,G,N,N,100,Y,N,True
MBCN,Middlefield Banc Corp. - Common Stock,S,N,N,100,N,N,True
MBII,"Marrone Bio Innovations, Inc. - Common Stock",S,N,N,100,N,N,True
MBIN,Merchants Bancorp - Common Stock,S,N,N,100,N,N,True
MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,S,N,N,100,N,N,True
MBINO,Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,S,N,N,100,N,N,True
MBINP,Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,S,N,N,100,N,N,True
MBIO,"Mustang Bio, Inc. - Common Stock",G,N,N,100,N,N,True
MBNKP,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",S,N,N,100,N,N,True
MBOT,Microbot Medical Inc.  - Common Stock,S,N,N,100,N,N,True
MBRX,"Moleculin Biotech, Inc. - Common Stock",S,N,N,100,N,N,True
MBTC,Nocturne Acquisition Corporation - Ordinary Shares,S,N,N,100,N,N,True
MBTCR,Nocturne Acquisition Corporation - Right,S,N,N,100,N,N,True
MBTCU,Nocturne Acquisition Corporation - Unit,S,N,N,100,N,N,True
MBUU,"Malibu Boats, Inc. - Common Stock",G,N,N,100,N,N,True
MBWM,Mercantile Bank Corporation - Common Stock,Q,N,N,100,N,N,True
MCAD,Mountain Crest Acquisition Corp. II - Common Stock,S,N,N,100,N,N,True
MCADR,Mountain Crest Acquisition Corp. II - Right,S,N,N,100,N,N,True
MCADU,"Mountain Crest Acquisition Corp. II - Units each consisting of one share of Common Stock, $0.0001 par value andone Right to acquire 1/10 of one share of Common Stock.",S,N,N,100,N,N,True
MCAE,Mountain Crest Acquisition Corp. III - Common Stock,S,N,N,100,N,N,True
MCAER,Mountain Crest Acquisition Corp. III - Right,S,N,N,100,N,N,True
MCAEU,Mountain Crest Acquisition Corp. III - Unit,S,N,N,100,N,N,True
MCAF,Mountain Crest Acquisition Corp. IV - Common Stock,S,N,N,100,N,N,True
MCAFR,Mountain Crest Acquisition Corp. IV - Rights,S,N,N,100,N,N,True
MCAFU,Mountain Crest Acquisition Corp. IV - Unit,S,N,N,100,N,N,True
MCBC,Macatawa Bank Corporation - Common Stock,Q,N,N,100,N,N,True
MCBS,"MetroCity Bankshares, Inc. - Common Stock",Q,N,N,100,N,N,True
MCEF,First Trust Municipal CEF Income Opportunity ETF,G,N,N,100,Y,N,True
MCFE,McAfee Corp. - Class A Common Stock,Q,N,N,100,N,N,True
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",G,N,N,100,N,N,True
MCHI,iShares MSCI China ETF,G,N,N,100,Y,N,True
MCHP,Microchip Technology Incorporated - Common Stock,Q,N,N,100,N,N,True
MCHX,"Marchex, Inc. - Class B Common Stock",Q,N,N,100,N,N,True
MCMJ,Merida Merger Corp. I - Common Stock,S,N,N,100,N,N,True
MCMJW,Merida Merger Corp. I - Warrant,S,N,N,100,N,N,True
MCRB,"Seres Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,True
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",Q,N,N,100,N,N,True
MDB,"MongoDB, Inc. - Class A Common Stock",G,N,N,100,N,N,True
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N,True
MDGS,Medigus Ltd. - American Depositary Shares,S,N,N,100,N,N,True
MDGSW,Medigus Ltd. - Series C Warrant,S,N,N,100,N,N,True
MDIA,Mediaco Holding Inc. - Class A Common Stock,S,N,N,100,N,N,True
MDIV,Multi-Asset Diversified Income Index Fund,G,N,N,100,Y,N,True
MDJH,MDJM LTD - Ordinary Shares,S,N,N,100,N,N,True
MDLZ,"Mondelez International, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
MDNA,Medicenna Therapeutics Corp. - Common Shares,S,N,N,100,N,N,True
MDRR,"Medalist Diversified REIT, Inc. - Common Stock",S,N,N,100,N,N,True
MDRRP,"Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock",S,N,N,100,N,N,True
MDRX,"Allscripts Healthcare Solutions, Inc. - common stock",Q,N,N,100,N,N,True
MDVL,"MedAvail Holdings, Inc.  - Common Stock",S,N,N,100,N,N,True
MDWD,MediWound Ltd. - Ordinary Shares,G,N,N,100,N,N,True
MDWT,Midwest Holding Inc. - Common Stock,S,N,N,100,N,N,True
MDXG,"MiMedx Group, Inc - Common Stock",S,N,N,100,N,N,True
ME,23andMe Holding Co. - Common Stock,Q,N,N,100,N,N,True
MEACU,Mercury Ecommerce Acquisition Corp - Unit,S,N,N,100,N,N,True
MEDP,"Medpace Holdings, Inc. - Common Stock",Q,N,N,100,N,N,True
MEDS,"TRxADE HEALTH, Inc. - Common Stock",S,N,N,100,N,N,True
MEIP,"MEI Pharma, Inc. - Common Stock",S,N,N,100,N,N,True
MELI,"MercadoLibre, Inc. - Common Stock",Q,N,N,100,N,N,True
MEOH,Methanex Corporation - Common Stock,Q,N,N,100,N,N,True
MERC,Mercer International Inc. - Common Stock,Q,N,N,100,N,N,True
MESA,"Mesa Air Group, Inc. - Common Stock",Q,N,N,100,N,N,True
MESO,Mesoblast Limited - American Depositary Shares,Q,N,N,100,N,N,True
METC,"Ramaco Resources, Inc. - Common Stock",Q,N,N,100,N,N,True
METCL,"Ramaco Resources, Inc. - 9.00% Senior Notes due 2026",Q,N,N,100,N,N,True
METX,Meten EdtechX Education Group Ltd. - Ordinary Shares,S,N,D,100,N,N,True
METXW,Meten EdtechX Education Group Ltd. - Warrant,S,N,N,100,N,N,True
MEUSW,23andMe Holding Co. - Warrant,Q,N,N,100,N,N,True
MF,Missfresh Limited - American Depositary Shares,G,N,N,100,N,N,True
MFH,Mercurity Fintech Holding Inc. - American Depositary Shares,S,N,N,100,N,N,True
MFIN,Medallion Financial Corp. - Common Stock,Q,N,N,100,N,N,True
MFNC,Mackinac Financial Corporation - Common Stock,S,N,N,100,N,N,True
MGEE,MGE Energy Inc. - Common Stock,Q,N,N,100,N,N,True
MGI,"Moneygram International, Inc. - Common Stock",Q,N,N,100,N,N,True
MGIC,Magic Software Enterprises Ltd. - Ordinary Shares,Q,N,N,100,N,N,True
MGLN,"Magellan Health, Inc. - Common Stock",Q,N,N,100,N,N,True
MGNI,"Magnite, Inc. - Common Stock",Q,N,N,100,N,N,True
MGNX,"MacroGenics, Inc. - Common Stock",Q,N,N,100,N,N,True
MGPI,"MGP Ingredients, Inc. - Common Stock",Q,N,N,100,N,N,True
MGRC,McGrath RentCorp - Common Stock,Q,N,N,100,N,N,True
MGTA,"Magenta Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
MGTX,MeiraGTx Holdings plc - Ordinary Shares,Q,N,N,100,N,N,True
MGYR,"Magyar Bancorp, Inc. - Common Stock",G,N,N,100,N,N,True
MHLD,"Maiden Holdings, Ltd. - Common Stock",S,N,N,100,N,N,True
MICT,"MICT, Inc. - Common Stock",S,N,N,100,N,N,True
MIDD,The Middleby Corporation - Common Stock,Q,N,N,100,N,N,True
MILE,"Metromile, Inc. - Common Stock",S,N,N,100,N,N,True
MILEW,"Metromile, Inc. - Warrant",S,N,N,100,N,N,True
MILN,Global X Millennial Consumer ETF,G,N,N,100,Y,N,True
MIME,Mimecast Limited - Ordinary Shares,Q,N,N,100,N,N,True
MIND,"MIND Technology, Inc. - Common Stock",Q,N,N,100,N,N,True
MINDP,"MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",Q,N,N,100,N,N,True
MINM,"Minim, Inc. - Common Stock",S,N,N,100,N,N,True
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",G,N,N,100,N,N,True
MIRO,Miromatrix Medical Inc. - Common Stock,S,N,N,100,N,N,True
MIST,Milestone Pharmaceuticals Inc. - Common Shares,Q,N,N,100,N,N,True
MITA,Coliseum Acquisition Corp. - Class A Ordinary Share,S,N,N,100,N,N,True
MITAU,Coliseum Acquisition Corp. - Unit,S,N,N,100,N,N,True
MITAW,Coliseum Acquisition Corp. - Warrant,S,N,N,100,N,N,True
MITC,MeaTech 3D Ltd. - American Depositary Shares,S,N,N,100,N,N,True
MITK,"Mitek Systems, Inc. - Common Stock",S,N,N,100,N,N,True
MITO,Stealth BioTherapeutics Corp. - American Depositary Shares,G,N,N,100,N,N,True
MKD,Molecular Data Inc. - ADS,S,N,D,100,N,N,True
MKSI,"MKS Instruments, Inc. - Common Stock",Q,N,N,100,N,N,True
MKTW,"MarketWise, Inc. - Class A Common Stock",G,N,N,100,N,N,True
MKTWW,"MarketWise, Inc. - Warrant",G,N,N,100,N,N,True
MKTX,"MarketAxess Holdings, Inc. - Common Stock",Q,N,N,100,N,N,True
MKTY,Mechanical Technology Incorporated - Common Stock,S,N,N,100,N,N,True
MLAB,"Mesa Laboratories, Inc. - Common Stock",Q,N,N,100,N,N,True
MLAC,Malacca Straits Acquisition Company Limited - Class A Ordinary Shares,S,N,N,100,N,N,True
MLACU,Malacca Straits Acquisition Company Limited - Units,S,N,N,100,N,N,True
MLACW,Malacca Straits Acquisition Company Limited - Warrants,S,N,N,100,N,N,True
MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,Q,N,N,100,N,N,True
MLHR,"Herman Miller, Inc. - Common Stock",Q,N,N,100,N,N,True
MLVF,"Malvern Bancorp, Inc. - Common Stock",G,N,N,100,N,N,True
MMAT,Meta Materials Inc. - Common Stock,S,N,N,100,N,N,True
MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,N,N,100,N,N,True
MMMB,"MamaMancini's Holdings, Inc. - Common Stock",S,N,N,100,N,N,True
MMSI,"Merit Medical Systems, Inc. - Common Stock",Q,N,N,100,N,N,True
MMYT,MakeMyTrip Limited - Ordinary Shares,Q,N,N,100,N,N,True
MNDO,MIND C.T.I. Ltd. - Ordinary Shares,G,N,N,100,N,N,True
MNDY,monday.com Ltd. - Ordinary Shares,Q,N,N,100,N,N,True
MNKD,MannKind Corporation - Common Stock,G,N,N,100,N,N,True
MNMD,Mind Medicine (MindMed) Inc. - Subordinate Voting Shares,S,N,N,100,N,N,True
MNOV,"MediciNova, Inc. - Common Stock",G,N,N,100,N,N,True
MNPR,Monopar Therapeutics Inc. - Common Stock,S,N,N,100,N,N,True
MNRO,"Monro, Inc.  - Common Stock",Q,N,N,100,N,N,True
MNSB,"MainStreet Bancshares, Inc. - Common Stock",S,N,N,100,N,N,True
MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",S,N,N,100,N,N,True
MNST,Monster Beverage Corporation - Common Stock,Q,N,N,100,N,N,True
MNTK,"Montauk Renewables, Inc. - Common Stock",S,N,N,100,N,N,True
MNTS,Momentus Inc. - Class A Common Stock,Q,N,N,100,N,N,True
MNTSW,Momentus Inc. - Warrant,Q,N,N,100,N,N,True
MNTV,Momentive Global Inc.  - Common Stock,Q,N,N,100,N,N,True
MNTX,"Manitex International, Inc. - common stock",S,N,N,100,N,N,True
MODV,ModivCare Inc. - Common Stock,Q,N,N,100,N,N,True
MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Q,N,N,100,N,N,True
MOGO,Mogo Inc. - Common Shares,S,N,N,100,N,N,True
MOHO,ECMOHO Limited - American Depositary Shares,G,N,N,100,N,N,True
MOLN,Molecular Partners AG - American Depositary Shares,Q,N,N,100,N,N,True
MOMO,Hello Group Inc.  - American Depositary Shares,Q,N,N,100,N,N,True
MON,Monument Circle Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
MONCU,Monument Circle Acquisition Corp. - Unit,S,N,N,100,N,N,True
MONCW,Monument Circle Acquisition Corp. - Warrant,S,N,N,100,N,N,True
MOR,MorphoSys AG - American Depositary Shares,Q,N,N,100,N,N,True
MORF,"Morphic Holding, Inc. - Common Stock",G,N,N,100,N,N,True
MORN,"Morningstar, Inc. - Common Stock",Q,N,N,100,N,N,True
MOSY,"MoSys, Inc. - Common Stock",S,N,N,100,N,N,True
MOTN,Motion Acquisition Corp. - Class A Common Stock,S,N,N,100,N,N,True
MOTNU,Motion Acquisition Corp. - Unit,S,N,N,100,N,N,True
MOTNW,Motion Acquisition Corp. - Warrants to purchase one Class A common,S,N,N,100,N,N,True
MOTS,"Motus GI Holdings, Inc. - Common Stock",S,N,N,100,N,N,True
MOVE,Movano Inc. - Common Stock,S,N,N,100,N,N,True
MOXC,Moxian (BVI) Inc  - Ordinary Shares,S,N,N,100,N,N,True
MPAA,"Motorcar Parts of America, Inc. - Common Stock",Q,N,N,100,N,N,True
MPAC,Model Performance Acquisition Corp. - Class A Ordinary Share,S,N,N,100,N,N,True
MPACR,Model Performance Acquisition Corp. - Right,S,N,N,100,N,N,True
MPACU,Model Performance Acquisition Corp. - Units,S,N,N,100,N,N,True
MPACW,Model Performance Acquisition Corp. - Warrant,S,N,N,100,N,N,True
MPB,Mid Penn Bancorp - Common Stock,G,N,N,100,N,N,True
MPWR,"Monolithic Power Systems, Inc. - Common Stock",Q,N,N,100,N,N,True
MQ,"Marqeta, Inc. - Class A Common Stock",Q,N,N,100,N,N,True
MRAC,Marquee Raine Acquisition Corp. - Class A Ordinary Shares,S,N,N,100,N,N,True
MRACU,Marquee Raine Acquisition Corp. - Unit,S,N,N,100,N,N,True
MRACW,Marquee Raine Acquisition Corp. - Warrant,S,N,N,100,N,N,True
MRAM,"Everspin Technologies, Inc. - Common Stock",G,N,N,100,N,N,True
MRBK,Meridian Corporation - Common Stock,Q,N,N,100,N,N,True
MRCC,Monroe Capital Corporation - Common Stock,Q,N,N,100,N,N,True
MRCY,Mercury Systems Inc - Common Stock,Q,N,N,100,N,N,True
MREO,Mereo BioPharma Group plc - American Depositary Shares,G,N,N,100,N,N,True
MRIN,Marin Software Incorporated - Common Stock,G,N,N,100,N,N,True
MRKR,"Marker Therapeutics, Inc. - Common Stock",G,N,N,100,N,N,True
MRLN,Marlin Business Services Corp. - Common Stock,Q,N,N,100,N,N,True
MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,S,N,N,100,N,N,True
MRNA,"Moderna, Inc. - Common Stock",Q,N,N,100,N,N,True
MRNS,"Marinus Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N,True
MRSN,"Mersana Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,True
MRTN,"Marten Transport, Ltd. - Common Stock",Q,N,N,100,N,N,True
MRTX,"Mirati Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N,True
MRUS,Merus N.V. - Common Shares,G,N,N,100,N,N,True
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Q,N,N,100,N,N,True
MRVL,"Marvell Technology, Inc. - Common Stock",Q,N,N,100,N,N,True
MSAC,Medicus Sciences Acquisition Corp. - Class A Ordinary Share,S,N,N,100,N,N,True
MSACW,Medicus Sciences Acquisition Corp. - Warrant,S,N,N,100,N,N,True
MSBI,"Midland States Bancorp, Inc. - Common Stock",Q,N,N,100,N,N,True
MSDA,MSD Acquisition Corp. - Class A Ordinary Shares,S,N,N,100,N,N,True
MSDAU,MSD Acquisition Corp. - Unit,S,N,N,100,N,N,True
MSDAW,MSD Acquisition Corp. - Warrant,S,N,N,100,N,N,True
MSEX,Middlesex Water Company - Common Stock,Q,N,N,100,N,N,True
MSFT,Microsoft Corporation - Common Stock,Q,N,N,100,N,N,True
MSGM,Motorsport Games Inc. - Class A Common Stock,S,N,N,100,N,N,True
MSON,"MISONIX, Inc. - Common Stock",G,N,N,100,N,N,True
MSTR,MicroStrategy Incorporated - Class A Common Stock,Q,N,N,100,N,N,True
MSVB,"Mid-Southern Bancorp, Inc. - Common Stock",S,N,N,100,N,N,True
MTAC,MedTech Acquisition Corporation - Class A Common Stock,S,N,N,100,N,N,True
MTACU,MedTech Acquisition Corporation - Unit,S,N,N,100,N,N,True
MTACW,MedTech Acquisition Corporation - Warrant,S,N,N,100,N,N,True
MTBC,"CareCloud, Inc. - Common Stock",G,N,N,100,N,N,True
MTBCP,"CareCloud, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock",G,N,N,100,N,N,True
MTC,"MMTec, Inc. - Common Shares",S,N,N,100,N,N,True
MTCH,"Match Group, Inc. - Common Stock",Q,N,N,100,N,N,True
MTCR,"Metacrine, Inc. - Common Stock",G,N,N,100,N,N,True
MTEM,"Molecular Templates, Inc. - Common Stock",Q,N,N,100,N,N,True
MTEX,"Mannatech, Incorporated - Common Stock",Q,N,N,100,N,N,True
MTLS,Materialise NV - American Depositary Shares,Q,N,N,100,N,N,True
MTP,Midatech Pharma PLC - American Depositary Shares,S,N,N,100,N,N,True
MTRX,Matrix Service Company - Common Stock,Q,N,N,100,N,N,True
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Q,N,N,100,N,N,True
MTTR,"Matterport, Inc. - Class A Common Stock",G,N,N,100,N,N,True
MTTRW,"Matterport, Inc. - Warrant",G,N,N,100,N,N,True
MU,"Micron Technology, Inc. - Common Stock",Q,N,N,100,N,N,True
MUDS,Mudrick Capital Acquisition Corporation II - Class A Common Stock,S,N,N,100,N,N,True
MUDSU,Mudrick Capital Acquisition Corporation II - Unit,S,N,N,100,N,N,True
MUDSW,Mudrick Capital Acquisition Corporation II - Warrant,S,N,N,100,N,N,True
MVBF,MVB Financial Corp. - Common Stock,S,N,N,100,N,N,True
MVIS,"MicroVision, Inc. - Common Stock",G,N,N,100,N,N,True
MVST,"Microvast Holdings, Inc. - Common Stock",Q,N,N,100,N,N,True
MVSTW,"Microvast Holdings, Inc. - Warrant",Q,N,N,100,N,N,True
MXCT,"MaxCyte, Inc. - Common Stock",Q,N,N,100,N,N,True
MXIM,"Maxim Integrated Products, Inc. - Common Stock",Q,N,N,100,N,N,True
MYFW,"First Western Financial, Inc. - Common Stock",Q,N,N,100,N,N,True
MYGN,"Myriad Genetics, Inc. - Common Stock",Q,N,N,100,N,N,True
MYMD,"MyMD Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N,True
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",G,N,N,100,N,N,True
MYPSW,"PLAYSTUDIOS, Inc.  - Warrant",G,N,N,100,N,N,True
MYRG,"MYR Group, Inc. - Common Stock",Q,N,N,100,N,N,True
MYSZ,"My Size, Inc. - Common Stock",S,N,N,100,N,N,True
NAAC,North Atlantic Acquisition Corporation - Class A Ordinary Share,S,N,N,100,N,N,True
NAACU,North Atlantic Acquisition Corporation - Unit,S,N,N,100,N,N,True
NAACW,North Atlantic Acquisition Corporation - Warrant,S,N,N,100,N,N,True
NAII,"Natural Alternatives International, Inc. - Common Stock",G,N,N,100,N,N,True
NAKD,Naked Brand Group Limited - Ordinary Shares,S,N,D,100,N,N,True
NAOV,"NanoVibronix, Inc. - Common Stock",S,N,N,100,N,N,True
NARI,"Inari Medical, Inc. - Common Stock",Q,N,N,100,N,N,True
NATH,"Nathan's Famous, Inc. - Common Stock",Q,N,N,100,N,N,True
NATI,National Instruments Corporation - Common Stock,Q,N,N,100,N,N,True
NATR,"Nature's Sunshine Products, Inc. - Common Stock",S,N,N,100,N,N,True
NAUT,"Nautilus Biotechnology, Inc. - Common Stock",Q,N,N,100,N,N,True
NAVI,Navient Corporation - Common Stock,Q,N,N,100,N,N,True
NBEV,"NewAge, Inc. - Common Stock",S,N,N,100,N,N,True
NBIX,"Neurocrine Biosciences, Inc. - Common Stock",Q,N,N,100,N,N,True
NBN,Northeast Bank - Common Stock,G,N,N,100,N,N,True
NBRV,Nabriva Therapeutics plc - Ordinary Shares,Q,N,N,100,N,N,True
NBSE,"NeuBase Therapeutics, Inc.  - Common Stock",S,N,N,100,N,N,True
NBST,Newbury Street Acquisition Corporation - Common Stock,S,N,N,100,N,N,True
NBSTU,Newbury Street Acquisition Corporation - Units,S,N,N,100,N,N,True
NBSTW,Newbury Street Acquisition Corporation - Warrants,S,N,N,100,N,N,True
NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,100,N,N,True
